source_code,fact_table,bp_standard_name,metric_column,metric_name,metric_type,agg_suggest,unit,is_derived,derived_logic,remark,review_status,updated_at
yummy001,ods_yummy_technical_evaluation_general_contracting,技术评分_总包精装修_规划部,engineering_quality_sample_score,【质量管理】：工程质量样板（3分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_general_contracting,技术评分_总包精装修_规划部,construction_drawing_review_technical_briefing_score,【质量管理】：施工图会审及技术交底（3分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_general_contracting,技术评分_总包精装修_规划部,major_quality_defects_score,【质量管理】：较大质量缺陷（6分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_general_contracting,技术评分_总包精装修_规划部,quality_defect_rectification_score,【质量管理】：质量缺陷整改（3分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_general_contracting,技术评分_总包精装修_规划部,safety_system_score,【安全管理】：安全制度情况（3分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_general_contracting,技术评分_总包精装修_规划部,civilized_construction_measures_score,【安全管理】：文明施工管理措施（3分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_general_contracting,技术评分_总包精装修_规划部,safety_qualification_score,【安全管理】：安全资质（3分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_general_contracting,技术评分_总包精装修_规划部,personnel_safety_score,【安全管理】：人的安全（3分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_general_contracting,技术评分_总包精装修_规划部,material_equipment_safety_score,【安全管理】：材料/设备安全（3分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_general_contracting,技术评分_总包精装修_规划部,hazard_and_risk_handling_score,【安全管理】：危险源及隐患处理（3分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_general_contracting,技术评分_总包精装修_规划部,safety_protection_measures_score,【安全管理】：安全防护规范及措施（3分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_general_contracting,技术评分_总包精装修_规划部,schedule_plan_score,【进度管理】：进度计划（2分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_general_contracting,技术评分_总包精装修_规划部,schedule_progress_score,【进度管理】：进度情况（5分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_general_contracting,技术评分_总包精装修_规划部,human_material_machine_impact_score,【进度管理】：人材机的影响（5分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_general_contracting,技术评分_总包精装修_规划部,subcontractor_coordination_score,【服务与配合】：分包施工协调（3分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_general_contracting,技术评分_总包精装修_规划部,coordination_meeting_organization_score,【服务与配合】：组织协调会议（2分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_general_contracting,技术评分_总包精装修_规划部,meeting_attendance_score,【服务与配合】：参会情况（2分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_general_contracting,技术评分_总包精装修_规划部,supervision_notice_score,【服务与配合】：监理通知单（2分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_general_contracting,技术评分_总包精装修_规划部,response_speed_score,【服务与配合】：响应度（10分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_general_contracting_supervision,技术评分_总包精装修_监理,business_evaluation_total_score,业务评价总分,不可加度量,avg,分,Y,各评分项得分之和,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_general_contracting_supervision,技术评分_总包精装修_监理,contract_amount,合同金额,可加度量,sum,元,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_general_contracting_supervision,技术评分_总包精装修_监理,personnel_quantity_requirement_score,【人员配备】：人员数量要求（3分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_general_contracting_supervision,技术评分_总包精装修_监理,personnel_professional_qualification_score,【人员配备】：人员专业及资质证书要求（3分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_general_contracting_supervision,技术评分_总包精装修_监理,project_chief_engineer_score,【人员配置】：项目总工（3分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_general_contracting_supervision,技术评分_总包精装修_监理,personnel_attendance_score,【人员配置】：人员出勤（3分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_general_contracting_supervision,技术评分_总包精装修_监理,construction_plan_score,【组织管理】：施工方案（5分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_general_contracting_supervision,技术评分_总包精装修_监理,construction_according_to_plan_score,【组织管理】：按图施工（3分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_general_contracting_supervision,技术评分_总包精装修_监理,quality_assurance_system_score,【质量管理】：质保体系（3分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_general_contracting_supervision,技术评分_总包精装修_监理,construction_personnel_quality_control_score,【质量管理】：施工人员质量控制（2分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_general_contracting_supervision,技术评分_总包精装修_监理,construction_machinery_quality_control_score,【质量管理】：施工机械质量控制(2分),不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_general_contracting_supervision,技术评分_总包精装修_监理,material_quality_control_score,【质量管理】：材料的质量控制（3分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_general_contracting_supervision,技术评分_总包精装修_监理,process_technology_quality_control_score,【质量管理】：工艺技术质量控制（3分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_general_contracting_supervision,技术评分_总包精装修_监理,engineering_quality_sample_score,【质量管理】：工程质量样板（3分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_general_contracting_supervision,技术评分_总包精装修_监理,construction_drawing_review_technical_briefing_score,【质量管理】：施工图会审及技术交底（3分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_general_contracting_supervision,技术评分_总包精装修_监理,major_quality_defects_score,【质量管理】：较大质量缺陷（6分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_general_contracting_supervision,技术评分_总包精装修_监理,quality_defect_rectification_score,【质量管理】：质量缺陷整改（3分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_general_contracting_supervision,技术评分_总包精装修_监理,safety_system_score,【安全管理】：安全制度情况（3分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_general_contracting_supervision,技术评分_总包精装修_监理,civilized_construction_measures_score,【安全管理】：文明施工管理措施（3分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_general_contracting_supervision,技术评分_总包精装修_监理,safety_qualification_score,【安全管理】：安全资质（3分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_general_contracting_supervision,技术评分_总包精装修_监理,personnel_safety_score,【安全管理】：人的安全（3分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_general_contracting_supervision,技术评分_总包精装修_监理,material_equipment_safety_score,【安全管理】：材料/设备安全（3分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_general_contracting_supervision,技术评分_总包精装修_监理,hazard_and_risk_handling_score,【安全管理】：危险源及隐患处理（3分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_general_contracting_supervision,技术评分_总包精装修_监理,safety_protection_measures_score,【安全管理】：安全防护规范及措施（3分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_general_contracting_supervision,技术评分_总包精装修_监理,schedule_plan_score,【进度管理】：进度计划（2分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_general_contracting_supervision,技术评分_总包精装修_监理,schedule_progress_score,【进度管理】：进度情况（5分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_general_contracting_supervision,技术评分_总包精装修_监理,human_material_machine_impact_score,【进度管理】：人材机的影响（5分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_general_contracting_supervision,技术评分_总包精装修_监理,subcontractor_coordination_score,【服务与配合】：分包施工协调（3分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_general_contracting_supervision,技术评分_总包精装修_监理,coordination_meeting_organization_score,【服务与配合】：组织协调会议（2分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_general_contracting_supervision,技术评分_总包精装修_监理,meeting_attendance_score,【服务与配合】：参会情况（2分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_general_contracting_supervision,技术评分_总包精装修_监理,supervision_notice_score,【服务与配合】：监理通知单（2分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_general_contracting_supervision,技术评分_总包精装修_监理,response_speed_score,【服务与配合】：响应度（10分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_miscellaneous,技术评分_零星工程,business_evaluation_total_score,业务评价总分,不可加度量,avg,分,Y,各评分项得分之和,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_miscellaneous,技术评分_零星工程,contract_amount,合同金额,可加度量,sum,元,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_miscellaneous,技术评分_零星工程,personnel_quantity_requirement_score,【人员配备】：人员数量要求（3分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_miscellaneous,技术评分_零星工程,personnel_professional_qualification_score,【人员配备】：人员专业及资质证书要求（3分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_miscellaneous,技术评分_零星工程,project_manager_score,【人员配置】：项目经理（3分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_miscellaneous,技术评分_零星工程,personnel_attendance_score,【人员配置】：人员出勤（3分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_miscellaneous,技术评分_零星工程,organizational_tool_score,【组织管理】：组织工具（3分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_miscellaneous,技术评分_零星工程,construction_deployment_plan_score,【组织管理】：施工部署及施工方案、施工平面布置（3分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_miscellaneous,技术评分_零星工程,construction_personnel_quality_control_score,【质量管理】：施工人员质量控制（3分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_miscellaneous,技术评分_零星工程,construction_machinery_quality_control_score,【质量管理】：施工机械质量控制（3分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_miscellaneous,技术评分_零星工程,material_quality_control_score,【质量管理】：材料的质量控制(3分),不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_miscellaneous,技术评分_零星工程,process_technology_quality_control_score,【质量管理】：工艺技术质量控制（3分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_miscellaneous,技术评分_零星工程,system_debugging_score,【质量管理】：系统调试（4分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_miscellaneous,技术评分_零星工程,construction_drawing_review_technical_briefing_score,【质量管理】：施工图会审及技术交底（3分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_miscellaneous,技术评分_零星工程,major_quality_defects_score,【质量管理】：较大质量缺陷（10分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_miscellaneous,技术评分_零星工程,quality_defect_rectification_score,【质量管理】：质量缺陷整改（3分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_miscellaneous,技术评分_零星工程,safety_system_score,【安全管理】：安全制度情况（3分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_miscellaneous,技术评分_零星工程,civilized_construction_measures_score,【安全管理】：文明施工管理措施（3分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_miscellaneous,技术评分_零星工程,safety_qualification_score,【安全管理】：安全资质（3分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_miscellaneous,技术评分_零星工程,personnel_safety_score,【安全管理】：人的安全（3分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_miscellaneous,技术评分_零星工程,special_operations_score,【安全管理】：特种作业（3分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_miscellaneous,技术评分_零星工程,material_equipment_safety_score,【安全管理】：材料/设备安全（3分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_miscellaneous,技术评分_零星工程,hazard_and_risk_handling_score,【安全管理】：危险源及隐患处理（3分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_miscellaneous,技术评分_零星工程,safety_protection_measures_score,【安全管理】：安全防护规范及措施（3分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_miscellaneous,技术评分_零星工程,schedule_plan_score,【进度管理】：进度计划（5分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_miscellaneous,技术评分_零星工程,schedule_progress_score,【进度管理】：进度情况（5分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_miscellaneous,技术评分_零星工程,human_material_machine_impact_score,【进度管理】：人材机的影响（5分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_miscellaneous,技术评分_零星工程,cross_operation_score,【服务与配合】：交叉作业（3分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_miscellaneous,技术评分_零星工程,coordination_meeting_organization_score,【服务与配合】：组织协调会议（2分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_miscellaneous,技术评分_零星工程,meeting_attendance_score,【服务与配合】：参会情况（2分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_miscellaneous,技术评分_零星工程,response_speed_score,【服务与配合】：响应度（4分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_post_delivery,技术评分_公辅设备交付后,business_evaluation_total_score,业务评价总分,不可加度量,avg,分,Y,各评分项得分之和,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_post_delivery,技术评分_公辅设备交付后,contract_amount,合同金额,可加度量,sum,元,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_post_delivery,技术评分_公辅设备交付后,operational_stability_score,【设备稳定性】：运行稳定性（35分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_post_delivery,技术评分_公辅设备交付后,equipment_stability_score,【设备稳定性】：设备稳定性（25分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_post_delivery,技术评分_公辅设备交付后,abnormal_issue_response_timeliness_score,【服务品质】：异常问题处置及时性（20分),不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_post_delivery,技术评分_公辅设备交付后,missing_rectification_timeliness_score,【服务品质】：缺失整改时效性（10分),不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_post_delivery,技术评分_公辅设备交付后,other_service_quality_score,【服务品质】：其他（10分),不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_supervision,技术评分_监理,contract_amount,合同金额,可加度量,sum,元,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_supervision,技术评分_监理,business_evaluation_total_score,业务评价总分,不可加度量,avg,分,Y,各评分项得分之和,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_supervision,技术评分_监理,personnel_quantity_requirement_score,【人员配备】：人员数量要求（3分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_supervision,技术评分_监理,personnel_professional_and_certificate_requirement_score,【人员配备】：人员专业及资质证书要求（3分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_supervision,技术评分_监理,project_director_score,【人员配置】：项目总监（3分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_supervision,技术评分_监理,personnel_attendance_score,【人员配置】：人员出勤（3分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_supervision,技术评分_监理,material_equipment_entry_score,【工程质量控制】：材料设备进场（3分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_supervision,技术评分_监理,construction_drawings_score,【工程质量控制】：施工图（3分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_supervision,技术评分_监理,construction_process_management_score,【工程质量控制】：施工工艺管理（5分),不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_supervision,技术评分_监理,construction_quality_inspection_score,【工程质量控制】：施工质量检查（5分),不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_supervision,技术评分_监理,on_site_monitoring_score,【工程质量控制】：旁站（8分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_supervision,技术评分_监理,safety_supervision_plan_score,【安全生产文明管理】：安全监理规划（5分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_supervision,技术评分_监理,supervision_implementation_details_score,【安全生产文明管理】：监理实施细则（5分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_supervision,技术评分_监理,safety_technical_measures_and_hazard_identification_score,【安全生产文明管理】：安全技术措施和危险源识别（5分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_supervision,技术评分_监理,progress_plan_formulation_score,【进度控制】：制定进度计划（5分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_supervision,技术评分_监理,progress_plan_implementation_score,【进度控制】：进度计划实施（5分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_supervision,技术评分_监理,progress_plan_control_score,【进度控制】：进度计划控制（5分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_supervision,技术评分_监理,progress_remedial_measures_score,【进度控制】：进度补救措施（5分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_supervision,技术评分_监理,organizational_documents_score,【服务及组织协调】：组织文件（3分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_supervision,技术评分_监理,document_archiving_score,【服务及组织协调】：资料存档（3分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_supervision,技术评分_监理,contract_tracking_score,【服务及组织协调】：合同跟踪（3分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_supervision,技术评分_监理,claims_and_disputes_score,【服务及组织协调】：索赔及纠纷（3分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_supervision,技术评分_监理,hazard_inspection_and_monitoring_score,【服务及组织协调】：危险源检查及监督（3分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_supervision,技术评分_监理,special_situation_coordination_score,【服务及组织协调】：特殊情况协调（3分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_supervision,技术评分_监理,technical_problem_review_and_tracking_score,【服务及组织协调】：技术问题检讨跟踪（3分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_supervision,技术评分_监理,cross_operations_score,【服务及组织协调】：交叉作业（3分）,不可加度量,avg,分,N,,,pending,2026-04-13
yummy001,ods_yummy_technical_evaluation_supervision,技术评分_监理,integrity_situation_score,【服务及组织协调】：诚信情况（5分）,不可加度量,avg,分,N,,,pending,2026-04-13
